person,0.25190574,1507.3236713826975,837.8708129664503,1737.0701784670948,1217.9570059992168
person,0.32689103,3592.0083730308097,887.6546333771937,3870.2731850292416,1138.5739706750674
person,0.7889125,1599.8716023926747,893.4600306387409,2049.8665794590906,1680.312918520293
person,0.20343699,2239.2516741863624,920.2947422555699,2556.709556484219,1587.36548525303
person,0.27720696,11.933211638944272,583.0187890326586,1737.290832459726,2313.7278768375063
chair,0.36188188,1507.1072498757353,1097.2241916990586,1974.9503569776923,1638.987347648836
chair,0.5422505,2137.643013453542,1025.6270737812251,2487.210354100515,1827.7845599203758
tvmonitor,0.38740832,3655.626001889328,1271.9722751326028,4370.467294240402,2019.4506763910072
person,0.9403051,2321.424689641558,1139.268896756843,3501.6385582164576,2868.360371991359
chair,0.31943464,2370.8673386751866,1278.4487721411626,3423.160907261143,3101.2025134412115
person,0.902687,144.00799619781884,1801.118907797392,1632.523889380849,3437.2859662007822
person,0.9837798,2765.431179311343,1929.0966353881845,4583.316909836432,3421.258874870935
